,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribed
33431,42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,,yes
26320,31,unemployed,single,,no,167,no,no,cellular,20,nov,316,1,-1,0,,no
44203,58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure,no
6291,29,blue-collar,married,primary,no,715,yes,no,,27,may,170,1,-1,0,,no
36064,38,blue-collar,married,secondary,no,97,yes,no,cellular,11,may,169,2,-1,0,,no
11285,38,services,married,secondary,no,611,yes,yes,,18,jun,61,3,-1,0,,no
1074,44,blue-collar,married,primary,no,420,yes,no,,7,may,110,2,-1,0,,no
32785,35,admin.,married,secondary,no,437,yes,no,cellular,17,apr,123,1,-1,0,,no
32899,31,services,single,secondary,no,0,yes,no,cellular,17,apr,815,2,-1,0,,no
1913,43,technician,single,secondary,no,336,yes,no,,9,may,181,1,-1,0,,no
36912,37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396,2,-1,0,,no
19277,47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,,yes
23182,48,management,married,tertiary,no,567,no,no,cellular,27,aug,20,34,-1,0,,no
22151,38,management,married,tertiary,no,3995,no,no,cellular,21,aug,1111,6,-1,0,,no
36842,48,blue-collar,married,primary,no,89,yes,no,telephone,12,may,34,4,-1,0,,no
2636,31,services,married,secondary,no,413,yes,no,,13,may,65,1,-1,0,,no
33320,37,services,married,secondary,no,184,yes,no,cellular,20,apr,53,1,348,3,failure,no
3484,48,entrepreneur,married,tertiary,no,981,yes,no,,15,may,995,2,-1,0,,no
17244,42,services,married,secondary,no,98,yes,no,telephone,28,jul,228,2,-1,0,,no
35486,27,services,single,secondary,no,814,yes,no,cellular,7,may,62,2,-1,0,,no
5986,35,technician,divorced,secondary,no,303,yes,yes,,26,may,454,3,-1,0,,no
24430,37,technician,married,secondary,no,344,yes,yes,cellular,17,nov,56,1,-1,0,,no
22533,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,,yes
7932,27,blue-collar,single,primary,no,-79,yes,no,,30,may,385,5,-1,0,,no
27759,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
12749,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,,no
25165,39,services,married,secondary,no,173,yes,no,cellular,18,nov,96,2,182,2,failure,no
39509,33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,no
14606,36,services,married,secondary,no,0,yes,yes,cellular,15,jul,201,4,-1,0,,no
37343,31,blue-collar,married,secondary,no,864,yes,yes,cellular,13,may,127,1,-1,0,,no
22767,34,technician,married,secondary,no,2,yes,no,cellular,25,aug,324,4,-1,0,,no
13103,56,blue-collar,married,primary,no,175,no,yes,cellular,8,jul,188,1,-1,0,,no
13027,42,technician,single,tertiary,no,24,no,no,cellular,8,jul,262,1,-1,0,,no
3212,48,services,married,secondary,no,6127,yes,no,,15,may,97,1,-1,0,,no
20468,35,management,married,tertiary,no,362,no,no,cellular,12,aug,95,8,-1,0,,no
4308,49,entrepreneur,married,tertiary,no,320,yes,yes,,19,may,243,6,-1,0,,no
27577,54,management,married,tertiary,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other,no
31199,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
32383,26,technician,married,,no,-277,yes,no,cellular,16,apr,1018,2,-1,0,,no
45030,29,self-employed,single,tertiary,no,270,yes,no,cellular,15,oct,94,5,274,11,failure,no
23003,34,technician,single,secondary,no,94,yes,no,cellular,26,aug,541,2,-1,0,,no
27786,37,management,married,tertiary,no,-76,yes,no,cellular,28,jan,230,1,204,1,other,no
28163,31,admin.,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,,no
31468,46,services,married,secondary,no,184,yes,no,cellular,1,apr,836,1,-1,0,,no
24465,51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,,no
2352,45,blue-collar,married,primary,no,323,yes,no,,13,may,276,2,-1,0,,no
41694,57,retired,married,secondary,no,415,no,no,cellular,6,oct,408,1,410,2,failure,no
33394,28,student,single,secondary,no,39,yes,no,cellular,20,apr,149,1,-1,0,,no
40998,33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,,yes
7303,43,technician,single,secondary,no,799,yes,yes,,29,may,13,3,-1,0,,no
38840,50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,may,47,4,-1,0,,no
30460,39,management,single,tertiary,no,122,yes,no,cellular,5,feb,787,1,-1,0,,no
26446,34,services,single,secondary,no,16,yes,no,cellular,20,nov,340,1,-1,0,,no
17828,41,blue-collar,married,secondary,no,2044,yes,yes,cellular,29,jul,234,5,-1,0,,no
5082,34,blue-collar,married,secondary,no,1739,yes,yes,,21,may,213,2,-1,0,,no
31793,40,entrepreneur,married,tertiary,no,2310,yes,yes,cellular,8,apr,120,1,294,1,failure,no
1705,59,blue-collar,married,secondary,no,1407,yes,no,,9,may,232,1,-1,0,,no
10234,39,self-employed,married,tertiary,no,0,no,no,,11,jun,904,4,-1,0,,no
25390,32,technician,single,tertiary,no,4432,no,no,telephone,18,nov,115,4,-1,0,,no
19421,42,housemaid,married,primary,no,128,no,no,cellular,6,aug,492,2,-1,0,,no
28459,30,admin.,single,secondary,no,1009,yes,no,cellular,29,jan,253,1,-1,0,,no
41594,76,retired,married,secondary,no,242,no,no,telephone,16,sep,994,3,-1,0,,no
30650,28,blue-collar,married,secondary,no,53,yes,yes,cellular,6,feb,459,1,-1,0,,no
34699,29,management,single,tertiary,no,2799,yes,no,cellular,5,may,371,2,-1,0,,no
37058,33,admin.,married,secondary,no,139,yes,yes,cellular,13,may,84,1,-1,0,,no
18908,46,blue-collar,married,primary,no,809,no,no,cellular,4,aug,160,1,-1,0,,no
31813,50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no
13736,33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,,no
6254,31,services,married,secondary,no,-704,yes,no,,27,may,195,2,-1,0,,no
29673,36,technician,married,secondary,no,58,no,no,cellular,3,feb,24,2,-1,0,,no
8278,41,blue-collar,married,primary,no,1905,yes,no,,2,jun,164,4,-1,0,,no
7078,31,blue-collar,single,primary,no,-495,yes,no,,29,may,334,2,-1,0,,no
1540,32,management,divorced,tertiary,no,1,yes,no,,8,may,399,4,-1,0,,no
18740,37,technician,married,tertiary,no,4439,yes,no,cellular,31,jul,70,29,-1,0,,no
29913,32,management,married,tertiary,no,322,no,no,cellular,4,feb,101,1,-1,0,,no
23322,30,technician,single,secondary,no,194,no,yes,cellular,27,aug,60,3,-1,0,,no
1461,46,admin.,married,secondary,no,1069,yes,no,,8,may,45,2,-1,0,,no
36734,35,technician,married,secondary,no,451,yes,yes,cellular,12,may,247,1,-1,0,,no
15489,30,services,married,,no,-51,yes,yes,cellular,18,jul,440,4,-1,0,,no
12906,50,technician,married,,no,680,no,no,cellular,7,jul,457,5,-1,0,,no
27678,37,services,married,tertiary,no,0,yes,no,cellular,21,nov,11,3,175,1,failure,no
44221,51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no
28872,59,unemployed,married,primary,no,0,no,no,cellular,30,jan,3025,2,-1,0,,no
17848,56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,88,6,-1,0,,no
21185,60,housemaid,married,primary,no,15,no,no,cellular,14,aug,244,1,-1,0,,no
33018,32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819,4,-1,0,,no
43312,51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
41769,46,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,13,oct,92,1,327,1,failure,no
24958,39,technician,married,tertiary,no,4313,yes,no,,18,nov,272,2,-1,0,,no
4478,39,services,married,secondary,no,9374,yes,no,,20,may,273,1,-1,0,,no
22387,42,self-employed,married,secondary,no,357,no,no,cellular,22,aug,94,4,-1,0,,no
3944,49,technician,divorced,tertiary,no,874,yes,no,,16,may,152,2,-1,0,,no
14688,56,management,married,primary,no,17,yes,no,cellular,15,jul,123,4,-1,0,,no
11019,38,services,divorced,secondary,no,-10,yes,no,,17,jun,61,2,-1,0,,no
31557,24,services,single,secondary,no,496,yes,no,cellular,3,apr,297,1,323,2,failure,no
44939,79,retired,divorced,primary,no,336,no,no,cellular,6,oct,386,1,184,1,other,no
18679,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,,no
11126,51,management,married,primary,no,192,no,no,,18,jun,129,3,-1,0,,no
38032,31,management,married,tertiary,no,1750,yes,no,telephone,14,may,90,3,-1,0,,no
2331,28,blue-collar,married,secondary,no,-95,yes,no,,13,may,200,1,-1,0,,no
20609,30,management,single,tertiary,no,67,no,no,cellular,12,aug,578,4,-1,0,,no
38388,39,blue-collar,married,primary,no,-50,yes,no,cellular,15,may,100,1,-1,0,,no
41385,63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,,no
26093,32,unemployed,married,secondary,no,0,no,no,cellular,19,nov,303,3,-1,0,,no
40586,71,retired,single,tertiary,no,1285,no,no,telephone,27,jul,195,2,-1,0,,no
6670,30,technician,single,tertiary,no,0,yes,no,,28,may,58,1,-1,0,,no
41177,36,admin.,single,secondary,no,5871,no,no,cellular,19,aug,321,2,-1,0,,no
36783,42,admin.,single,secondary,no,470,yes,no,telephone,12,may,207,4,-1,0,,no
31096,32,management,single,tertiary,no,312,no,no,cellular,17,feb,232,2,-1,0,,yes
18344,48,blue-collar,married,secondary,no,-404,yes,no,cellular,31,jul,130,3,-1,0,,no
33782,22,admin.,single,secondary,no,61,no,no,cellular,23,apr,117,1,-1,0,,no
1230,48,technician,divorced,secondary,no,177,yes,no,,8,may,471,1,-1,0,,no
43457,80,housemaid,married,secondary,no,499,no,no,telephone,13,apr,224,2,393,4,failure,no
4520,41,services,single,secondary,no,1629,yes,no,,20,may,85,1,-1,0,,no
35661,45,self-employed,married,secondary,no,264,yes,no,cellular,8,may,113,1,360,2,failure,no
10459,39,services,married,secondary,no,733,no,no,,16,jun,83,4,-1,0,,no
19287,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,89,2,-1,0,,no
4148,30,blue-collar,married,primary,no,392,yes,no,,19,may,351,1,-1,0,,no
14208,39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,193,2,-1,0,,no
33620,32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20,4,-1,0,,no
32836,35,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,61,1,331,1,failure,no
41496,31,management,single,tertiary,no,0,yes,no,cellular,8,sep,76,1,-1,0,,no
15974,37,management,married,tertiary,no,0,no,no,cellular,22,jul,89,1,-1,0,,no
31284,26,management,single,tertiary,no,1274,yes,no,cellular,9,mar,101,1,-1,0,,no
58,40,blue-collar,single,,no,24,yes,no,,5,may,185,1,-1,0,,no
8037,29,management,single,tertiary,no,144,yes,no,,2,jun,105,3,-1,0,,no
28494,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
34717,36,blue-collar,married,secondary,no,0,yes,no,cellular,5,may,189,1,-1,0,,no
30194,30,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,11,6,-1,0,,no
3463,34,management,married,,yes,-353,yes,no,,15,may,328,1,-1,0,,no
29522,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,-1,0,,yes
42255,39,student,single,,no,64,no,no,cellular,12,nov,366,2,98,1,failure,no
32999,38,admin.,married,tertiary,no,69,no,no,cellular,17,apr,140,2,-1,0,,no
26410,30,services,married,primary,no,1015,yes,no,cellular,20,nov,24,1,113,8,failure,no
42282,36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,yes
36109,30,student,single,secondary,no,948,yes,no,cellular,11,may,150,1,370,2,failure,no
39080,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
42849,44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes
40536,43,technician,married,secondary,no,0,no,no,cellular,8,jul,74,1,-1,0,,no
14495,38,admin.,married,secondary,no,-295,no,no,cellular,14,jul,356,3,-1,0,,no
43264,51,admin.,divorced,tertiary,no,66,yes,no,cellular,10,mar,138,1,478,2,failure,no
8886,44,entrepreneur,married,secondary,no,-165,yes,yes,,4,jun,184,2,-1,0,,no
25515,33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,-1,0,,no
40294,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,,yes
17499,44,blue-collar,married,secondary,no,337,yes,no,telephone,28,jul,257,3,-1,0,,no
8765,28,management,single,tertiary,no,4013,yes,no,,4,jun,386,1,-1,0,,no
26719,40,blue-collar,married,secondary,no,3765,yes,no,cellular,20,nov,87,2,-1,0,,no
12256,56,blue-collar,divorced,,no,1363,no,no,,23,jun,54,3,-1,0,,no
11540,46,,single,,no,63,no,no,,19,jun,235,1,-1,0,,no
39554,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,yes
39284,24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,may,14,3,355,4,other,no
34410,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,,no
2706,46,admin.,divorced,tertiary,no,3749,yes,no,,13,may,69,19,-1,0,,no
43627,37,management,married,secondary,no,565,no,no,cellular,5,may,329,1,6,2,success,no
40983,34,management,married,tertiary,no,39,no,no,cellular,13,aug,160,1,-1,0,,no
23827,32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,185,2,-1,0,,no
1392,40,blue-collar,married,primary,no,640,yes,yes,,8,may,347,2,-1,0,,no
3480,39,admin.,married,secondary,no,598,yes,no,,15,may,444,1,-1,0,,no
38008,44,technician,married,secondary,no,736,yes,no,telephone,14,may,210,2,-1,0,,no
12188,41,student,married,secondary,no,1309,no,no,,20,jun,28,4,-1,0,,no
16871,27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,,yes
16299,53,housemaid,married,tertiary,no,2353,yes,no,cellular,23,jul,471,2,-1,0,,no
26014,30,management,married,tertiary,no,2451,yes,no,cellular,19,nov,191,2,175,1,failure,no
10328,36,services,single,primary,no,183,no,no,,12,jun,167,5,-1,0,,no
42736,30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,-1,0,,yes
31817,58,blue-collar,married,primary,no,189,yes,no,telephone,8,apr,119,1,-1,0,,no
1303,40,management,married,tertiary,no,121,no,no,,8,may,82,1,-1,0,,no
41072,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,,yes
2573,46,blue-collar,married,primary,no,0,yes,no,,13,may,204,3,-1,0,,no
4952,32,technician,married,secondary,no,1830,yes,no,,21,may,293,1,-1,0,,no
39683,24,blue-collar,single,secondary,no,383,no,no,cellular,27,may,101,1,-1,0,,no
32117,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,-1,0,,yes
5928,28,management,married,tertiary,no,328,no,no,,26,may,471,1,-1,0,,no
16249,33,management,single,tertiary,no,370,no,no,cellular,23,jul,141,1,-1,0,,no
23089,37,management,single,tertiary,no,-533,no,no,cellular,26,aug,234,4,-1,0,,no
28100,53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,201,3,-1,0,,no
19380,32,technician,single,tertiary,no,1068,no,no,cellular,6,aug,175,4,-1,0,,no
29663,34,technician,married,tertiary,no,823,no,no,cellular,3,feb,178,3,161,5,other,no
37446,36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,,no
27359,59,management,married,tertiary,no,261,yes,yes,cellular,21,nov,124,1,-1,0,,no
11678,30,management,married,tertiary,no,34,yes,yes,,20,jun,238,3,-1,0,,no
21357,43,management,married,tertiary,no,1253,no,yes,cellular,18,aug,52,3,-1,0,,no
5172,37,blue-collar,married,primary,no,1455,yes,no,,21,may,165,2,-1,0,,no
3161,43,services,married,secondary,no,0,yes,no,,14,may,260,3,-1,0,,no
33396,51,blue-collar,married,secondary,no,-237,yes,yes,cellular,20,apr,379,3,320,2,other,no
16157,49,admin.,married,secondary,no,635,no,no,telephone,22,jul,400,8,-1,0,,no
35170,31,management,single,tertiary,no,23,yes,no,cellular,7,may,98,1,-1,0,,no
6873,29,services,divorced,secondary,no,1336,yes,no,,28,may,298,5,-1,0,,no
40329,35,admin.,married,secondary,no,557,yes,no,cellular,17,jun,54,4,-1,0,,no
3094,50,unemployed,married,secondary,no,-13,yes,no,,14,may,554,1,-1,0,,no
10090,45,entrepreneur,divorced,tertiary,no,1273,yes,yes,,11,jun,197,3,-1,0,,no
39559,31,management,single,tertiary,no,816,yes,no,cellular,26,may,302,1,40,1,failure,no
27393,32,blue-collar,single,secondary,no,1047,no,no,cellular,21,nov,89,2,-1,0,,no
36920,52,retired,married,primary,no,752,yes,no,telephone,12,may,339,4,347,2,failure,no
21485,52,admin.,married,primary,no,204,no,no,cellular,19,aug,123,2,-1,0,,no
9266,26,blue-collar,married,secondary,no,986,yes,no,,5,jun,209,3,-1,0,,no
7289,49,technician,married,secondary,no,2497,yes,no,,29,may,99,1,-1,0,,no
42644,60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,-1,0,,yes
8432,46,blue-collar,married,primary,no,596,yes,no,,3,jun,404,13,-1,0,,no
20799,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,,no
20802,55,retired,married,primary,no,0,yes,yes,cellular,13,aug,201,2,-1,0,,no
30517,31,services,single,,no,347,yes,no,cellular,5,feb,254,3,260,1,failure,no
24190,54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,,no
38307,29,admin.,single,secondary,no,710,yes,yes,cellular,15,may,51,1,345,2,failure,no
41901,37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
41168,59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,,yes
5245,31,technician,single,secondary,no,1186,yes,no,,23,may,136,1,-1,0,,no
8947,27,services,single,secondary,no,201,yes,no,,4,jun,172,2,-1,0,,no
22454,32,technician,single,secondary,no,0,no,no,cellular,22,aug,114,2,-1,0,,no
24630,40,management,married,tertiary,no,486,yes,yes,cellular,17,nov,69,2,-1,0,,no
17808,47,management,single,tertiary,no,8106,no,no,cellular,29,jul,340,3,-1,0,,no
31101,74,retired,married,secondary,no,1714,no,no,telephone,17,feb,127,1,-1,0,,yes
7344,39,blue-collar,single,secondary,no,885,yes,no,,29,may,70,7,-1,0,,no
21016,47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,,no
17387,49,management,married,tertiary,no,1468,yes,no,cellular,28,jul,88,3,-1,0,,no
40535,63,housemaid,married,primary,no,3173,no,no,telephone,8,jul,154,1,-1,0,,no
19611,39,management,married,tertiary,no,2666,no,no,cellular,7,aug,96,2,-1,0,,no
2056,34,blue-collar,married,secondary,no,0,yes,no,,12,may,111,2,-1,0,,no
14829,44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,1,-1,0,,yes
35336,44,services,married,secondary,no,191,yes,yes,cellular,7,may,490,1,-1,0,,no
38201,31,management,single,tertiary,no,291,yes,no,cellular,15,may,48,1,-1,0,,no
16858,27,blue-collar,single,secondary,no,2074,no,yes,cellular,25,jul,203,2,-1,0,,no
12646,51,blue-collar,married,secondary,no,328,no,no,,4,jul,203,1,-1,0,,no
25484,47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,nov,125,1,-1,0,,no
16405,52,admin.,married,secondary,no,3703,yes,no,cellular,23,jul,152,1,-1,0,,no
18143,31,technician,divorced,secondary,no,-174,no,yes,cellular,30,jul,113,10,-1,0,,no
2841,53,,divorced,tertiary,no,2272,yes,no,,14,may,243,1,-1,0,,no
35397,32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
31960,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,,yes
41113,45,technician,divorced,secondary,no,982,yes,no,cellular,17,aug,123,2,454,3,success,no
21526,57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,,no
28956,32,admin.,single,secondary,no,1,no,no,cellular,2,feb,75,1,208,1,failure,no
41159,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
4132,38,technician,married,secondary,no,59,yes,no,,19,may,18,1,-1,0,,no
26976,35,management,married,tertiary,no,0,no,no,cellular,21,nov,240,1,-1,0,,no
27494,39,self-employed,married,secondary,no,254,no,no,cellular,21,nov,292,3,-1,0,,no
21931,37,management,divorced,secondary,no,414,no,no,cellular,20,aug,352,4,-1,0,,no
4871,30,entrepreneur,married,primary,no,-98,yes,no,,21,may,166,7,-1,0,,no
33586,35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,other,no
13458,52,blue-collar,married,,no,0,yes,no,cellular,9,jul,1486,1,-1,0,,yes
10444,38,entrepreneur,married,secondary,no,8,no,no,,12,jun,339,3,-1,0,,no
44608,57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,,yes
10211,58,management,married,tertiary,no,313,no,no,,11,jun,204,2,-1,0,,no
9986,52,blue-collar,married,secondary,no,-519,yes,no,,9,jun,442,8,-1,0,,yes
19135,59,retired,married,secondary,no,1035,yes,yes,cellular,5,aug,223,1,-1,0,,no
13097,55,entrepreneur,married,tertiary,no,22,no,yes,cellular,8,jul,215,1,-1,0,,no
25541,31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,no
42197,71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
33894,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
26787,53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,,no
10958,59,retired,married,secondary,no,2703,no,yes,,17,jun,249,2,-1,0,,no
